Year,ID,City,Internet Penetration Rate,Internet-Related Output,Internet Users,Internet-Related Employees,Digital Inclusive Finance Index,Digital Economy Index,Population,GDP,Urbanization Rate,City Size,City Development Level,Industry Agglomeration Level,Environmental Pollution Index,Low-Carbon City,Carbon Peak City,AI-Pilot City,AI Technology Level,Smart City,Intelligent Construction City,AI Enterprises,AI Infrastructure Index,Intelligent Manufacturing Proportion,AI Patents,Total Energy Consumption,AI Development Index
2011,29,沈阳市,22.61859,1542.7596,131.94732,0.02714026,80.07,785.5198088,722.7,3545.686,0.7321,3,1,0.009306626,0.059,0,0,0,3.2958369,0,0,379,0.041969037,2.829957363,391,272724.2985,0.083490661
2012,29,沈阳市,24.055565,1626.2578,142.35304,0.0296861,165.11,869.361311,724.8,3871.889,0.6345,3,1,0.009399076,0.052,1,0,0,3.2580965,0,0,430,0.045689989,3.942248424,288,305355.5133,0.08823261
2013,29,沈阳市,21.978022,1668.7168,153.62806,0.04315068,149.81,912.2022456,727.1,4208.743,0.6353,3,1,0.011881804,0.084,1,0,0,3.4011974,0,0,518,0.055029091,4.438022854,450,276366.7448,0.096998704
2014,29,沈阳市,22.211005,1505.0732,142.85714,0.04947443,304.84,748.2733516,730.8,4461.267,0.7599,3,1,0.011948686,0.186,1,0,0,3.5553481,0,0,666,0.04424377,4.261162857,413,294629.5498,0.094450542
2015,29,沈阳市,22.07022,1377.2609,122.31282,0.05498057,354.37,619.7748132,730.41,4612.95,0.9143,3,1,0.01141126,0.101,1,0,0,4.2766661,0,0,844,0.046783288,4.818447851,525,317933.2674,0.103888787
2016,29,沈阳市,25.167785,1502.1326,139.7651,0.05917531,361.54,745.2385539,734.0,4631.402,0.9101,3,1,0.009958729,0.123,1,0,1,4.4308168,0,0,1089,0.053466688,3.792892502,582,294327.009,0.10404695
2017,29,沈阳市,28.067227,1456.0118,149.2437,0.07011656,332.31,699.533236,737.0,4793.501,0.9073,3,1,0.009414323,0.128,1,0,1,4.804021,0,0,1442,0.047984691,3.94866557,661,273713.2829,0.10881343
2018,29,沈阳市,30.420168,1417.7714,150.2521,0.07025534,358.97,661.3765821,746.0,5047.557,0.81,3,1,0.009108945,0.091,1,0,1,5.288267,0,0,1839,0.044087453,4.141141106,1074,285117.7637,0.120668727
2019,29,沈阳市,33.388982,1361.6027,148.41402,0.07682359,383.52,605.2012515,756.0,5259.554,0.81,3,1,0.009298274,0.081,1,0,1,5.7071103,0,0,2391,0.042841071,4.311275242,1098,291861.4209,0.127268655
2020,29,沈阳市,34.479663,866.00001,358.02075,0.08339185,360.79,117.9438673,760.5,5301.63,0.845,3,1,0.009123552,0.081,1,0,1,6.025866,0,0,4271,0.044252951,4.454858331,1833,279341.7204,0.155885119
2021,29,沈阳市,24.610927,370.39735,567.62748,0.0899601,442.15,-369.3917876,765.0,5672.745,0.8497,3,1,0.009326719,0.081,1,0,1,6.3403593,0,0,7177,0.062729481,4.048641008,1680,297838.9861,0.178384531
2000,30,大连市,0.42487896,0.0,17.517777,0.0,30.76,-760.59345,551.47,1062.0,0.8497,3,2,0.007393033,0.086,0,0,0,0.0,0,0,21,0.003932406,0.01,35,87161.11076,0.038281617
2001,30,大连市,5.0806147,602.19911,19.550882,0.0,27.35,-158.734313,554.61,1177.758,0.8497,3,2,0.007139335,0.086,0,0,0,0.0,0,0,27,0.007482365,0.120397115,36,92751.86897,0.039779666
2002,30,大连市,9.7363504,637.27589,21.583986,0.0,32.87,-123.5732366,557.93,1302.6,0.8497,3,2,0.006727374,0.086,0,0,0,0.0,0,0,37,0.011032325,0.176338938,34,96207.05593,0.040993578
2003,30,大连市,9.6206847,609.50823,23.748842,0.00617431,36.32,-151.2386677,560.16,1432.86,0.475,3,2,0.006934945,0.216,0,0,0,0.0,0,0,47,0.014582284,0.112098756,48,114603.3824,0.041905238
2004,30,大连市,5.600392,709.70197,27.849196,0.00766947,33.46,-50.99276036,561.6,1599.072,0.4813,3,2,0.006522309,0.268,0,0,0,0.69314718,0,0,62,0.018132244,0.1776219,55,133931.8312,0.046137425
2005,30,大连市,6.239213,521.28064,32.548038,0.00736041,33.3,-239.0899726,565.33,1765.376,0.5615,3,2,0.007175919,0.282,0,0,0,0.69314718,0,0,83,0.021682203,0.201792797,81,160028.3722,0.047759993
2006,30,大连市,6.5929216,591.01017,45.823184,0.00727273,39.79,-168.905518,572.08,1982.517,0.5749,3,2,0.006715918,0.242,0,0,0,1.3862944,0,0,95,0.024103054,0.220453164,110,170495.9007,0.051835061
2007,30,大连市,8.5028979,655.56888,56.605282,0.00721836,37.0,-103.9716522,578.19,2244.209,0.5825,3,2,0.007218864,0.25,0,0,0,1.3862944,0,0,115,0.028061021,0.170658819,155,184732.0424,0.053525958
2008,30,大连市,9.7290991,682.94349,63.25764,0.00736842,39.72,-76.35591738,583.37,2533.712,0.601,3,2,0.00691535,0.249,0,0,0,1.3862944,0,0,149,0.033596954,0.14823652,199,191398.1228,0.055835946
2009,30,大连市,12.263159,725.96654,72.630174,0.00779874,39.83,-32.99071653,584.8,2845.359,0.6126,3,2,0.007473358,0.255,0,0,0,0.69314718,0,0,183,0.036083044,0.127407639,287,210337.6655,0.055349715
2010,30,大连市,15.318628,768.83936,79.362688,0.00878692,43.75,10.12774989,586.44,3172.575,0.6242,3,2,0.006856394,0.252,0,0,0,2.3978953,0,0,229,0.037345641,0.864059145,461,234772.2766,0.06937694
2011,30,大连市,15.735694,833.75995,90.392491,0.00769231,44.2,75.42197353,588.5,3531.076,0.6358,3,2,0.008732305,0.132,0,0,1,2.8903718,0,0,279,0.047133809,0.930345009,568,246914.1316,0.07637483
2012,30,大连市,17.694064,852.92808,97.773973,0.00688406,77.28,94.87031135,590.3,3873.59,0.6474,3,2,0.008867504,0.113,1,0,1,2.8903718,0,0,335,0.050632107,0.861943195,462,272535.2591,0.075524071
2013,30,大连市,17.724414,877.34134,103.22756,0.00922099,90.33,119.4728047,591.5,4218.34,0.659,3,2,0.010450135,0.128,1,0,1,2.944439,0,0,391,0.043517161,0.916441081,527,243630.177,0.075709237
2014,30,大连市,18.667433,818.49512,101.66571,0.00589248,211.99,60.61798273,594.3,4450.349,0.6705,3,2,0.008827928,0.338,1,0,1,3.3322045,0,0,487,0.056904604,0.967239515,488,245889.1365,0.080955874
2015,30,大连市,20.517266,755.03829,96.517844,0.00660277,189.51,-2.973818806,593.56,4632.813,0.7103,3,2,0.00904118,0.204,1,0,1,3.988984,0,0,613,0.055438935,1.162009526,475,252669.9831,0.08484368
2016,30,大连市,23.410405,835.90751,94.797688,0.00716488,197.29,77.79019266,596.0,4771.797,0.75,3,2,0.007842958,0.307,1,0,1,4.4659081,0,0,779,0.066754736,1.531892899,533,232660.1873,0.093627658
2017,30,大连市,25.0,843.05233,102.61628,0.00811608,232.12,85.23819418,595.0,5096.28,0.72,3,2,0.007346247,0.325,1,0,1,4.9487599,0,0,966,0.065567658,1.131067544,553,228481.6595,0.095037839
2018,30,大连市,28.654971,822.7076,107.01754,0.01115872,240.62,65.10208096,595.0,5422.442,0.783,3,2,0.007178747,0.111,1,0,1,5.4510385,0,0,1211,0.061653786,1.192937346,885,249963.2492,0.103837547
2019,30,大连市,30.588235,797.62059,108.82353,0.01324212,206.61,40.11629336,599.0,5774.9,0.6463,3,2,0.011732425,0.084,1,0,1,5.6869754,0,0,1531,0.063209051,1.153093733,1043,247573.5939,0.110030101
2020,30,大连市,29.891927,537.74423,72.028882,0.01532551,215.86,-220.9691193,601.5,5826.875,0.8235,3,2,0.012303476,0.086,1,0,1,6.3207683,0,0,2530,0.067323803,2.425637221,1476,240377.5365,0.134435664
2021,30,大连市,13.963964,277.86787,35.234234,0.0174089,231.28,-482.1633559,604.0,6304.678,0.8235,3,2,0.011780376,0.086,1,0,1,6.6200732,0,0,4301,0.092384379,3.668724464,1282,256404.8257,0.157533751
2000,31,鞍山市,1.7805458,0.0,12.536365,0.0,29.81,-760.7730982,344.24,581.22,0.8235,4,3,0.006197579,0.176,0,0,0,0.0,0,0,9,0.006448418,0.010109342,22,54600.72568,0.038614297
2001,31,鞍山市,2.0674654,377.28458,14.890137,0.0,31.2,-383.679256,344.23,639.342,0.8235,4,3,0.005673368,0.176,0,0,0,0.0,0,0,10,0.007883415,0.028260562,22,53732.05715,0.039075372
2002,31,鞍山市,2.354385,504.43147,17.243908,0.0,29.19,-256.5359736,344.7,709.6696,0.8235,4,3,0.005058366,0.176,0,0,0,0.0,0,0,12,0.009318412,0.012898233,36,55463.60114,0.039623418
2003,31,鞍山市,3.2179447,379.30545,25.275026,0.00594845,34.06,-381.2569685,345.28,802.6364,0.5056,4,3,0.004551448,0.111,0,0,0,0.0,0,0,14,0.010753409,0.010450413,36,60983.61353,0.039992796
2004,31,鞍山市,1.7685877,645.1841,28.166133,0.00596026,33.85,-115.4776945,346.94,931.8608,0.5065,4,3,0.004363597,0.12,0,0,0,1.6094379,0,0,16,0.012188406,0.016850619,38,67210.9434,0.046896821
2005,31,鞍山市,3.1381078,430.97732,30.643077,0.00545331,36.15,-329.4202958,347.64,1082.822,0.5062,4,3,0.004258539,0.12,0,0,0,0.0,0,0,19,0.013623403,0.024793388,34,80531.62299,0.040796847
2006,31,鞍山市,4.9031264,516.88254,39.874006,0.00564972,35.82,-243.2158822,348.95,1251.742,0.5053,4,3,0.004156321,0.141,0,0,0,0.0,0,0,23,0.013963412,0.032253903,54,82702.19215,0.041292464
2007,31,鞍山市,8.8548185,672.23315,55.873413,0.0061394,40.01,-87.3451515,350.25,1448.266,0.5053,4,3,0.004192607,0.152,0,0,0,0.0,0,0,28,0.015653924,0.052882073,56,94294.13677,0.041894146
2008,31,鞍山市,11.299789,582.46337,55.876159,0.00629863,44.06,-177.0302012,351.42,1691.575,0.5042,4,3,0.00410722,0.166,0,0,0,0.0,0,0,33,0.016975612,0.031636988,67,88022.83062,0.042355185
2009,31,鞍山市,14.132339,623.7276,88.217061,0.00679502,41.73,-134.5473885,352.03,1982.526,0.5043,4,3,0.004296368,0.174,0,0,0,0.69314718,0,0,37,0.018903946,0.019814732,99,109510.0921,0.046151483
2010,31,鞍山市,14.386175,653.72324,78.140419,0.00672646,37.31,-104.9553688,351.79,2299.729,0.6717,4,3,0.004422973,0.154,0,0,0,0.69314718,0,0,40,0.020999729,0.019005987,141,107662.3965,0.047426939
2011,31,鞍山市,15.264289,698.87324,84.184462,0.00815314,46.04,-59.60314969,351.6,2552.7,0.5017,4,3,0.005618585,0.071,0,0,0,1.7917595,0,0,44,0.025044581,0.552800747,144,109175.8831,0.055513371
2012,31,鞍山市,15.959872,747.33698,87.610579,0.00873786,83.36,-11.0404761,350.4,2782.443,0.4856,4,3,0.005959192,0.061,1,0,0,1.7917595,0,0,48,0.026317272,0.372439082,120,119152.8089,0.054588474
2013,31,鞍山市,17.431193,778.28899,96.197248,0.00792683,93.25,20.22525316,349.8,3030.08,0.4845,4,3,0.006796326,0.083,1,0,0,2.3025851,0,0,54,0.027554021,0.464423235,143,103179.4751,0.057834992
2014,31,鞍山市,18.859246,720.36799,93.836247,0.00835011,204.88,-37.73194985,348.2,3211.885,0.7467,4,3,0.006617565,0.198,1,0,0,2.4849066,0,0,72,0.026527743,0.376777108,148,119420.7228,0.058099958
2015,31,鞍山市,20.393029,656.78068,92.23211,0.00923247,182.95,-101.3217015,346.05,3314.665,0.7529,4,3,0.006046613,0.099,1,0,0,2.0794415,0,0,89,0.026106477,1.045010696,173,123976.901,0.060128852
2016,31,鞍山市,24.651163,729.95349,90.232558,0.00952862,235.7,-28.24920925,346.0,2973.254,0.7527,4,3,0.005171143,0.178,1,0,0,2.944439,0,0,106,0.031157461,1.200779521,163,116827.6016,0.065589828
2017,31,鞍山市,27.014218,748.92891,96.208531,0.00987221,212.74,-9.043966651,344.0,3089.211,0.7558,4,3,0.004511886,0.193,1,0,0,3.6888795,0,0,129,0.029307013,1.290859841,152,119092.5491,0.068514691
2018,31,鞍山市,29.665072,732.56459,99.043062,0.01020025,206.74,-25.26937002,342.0,3248.306,0.7597,4,3,0.004020771,0.164,1,0,0,3.7841896,0,0,154,0.029488425,1.344338968,214,132379.0542,0.070447881
2019,31,鞍山市,31.884058,695.12077,100.96618,0.00965434,249.93,-62.59623019,340.0,3446.453,0.729,4,3,0.005055834,0.155,1,0,0,4.1431347,0,0,195,0.030108344,1.125191094,201,134721.4242,0.071067895
2020,31,鞍山市,36.322365,510.99322,120.12986,0.00910844,211.83,-245.8259482,336.5,3460.239,0.746,4,3,0.004758991,0.176,1,0,0,4.9416424,0,0,317,0.031709142,1.008482317,359,123670.917,0.077722515
2021,31,鞍山市,90.626866,326.86567,139.29353,0.00856253,233.94,-428.699393,333.0,3615.949,0.7504,4,3,0.002376428,0.176,1,0,0,5.3565863,0,0,663,0.04331695,1.08622395,274,131472.3495,0.083777209
2000,32,抚顺市,2.4336441,0.0,10.877611,0.0,25.12,-760.8314781,227.01,204.9,0.7504,4,4,0.003584102,0.058,0,0,0,0.0,0,0,663,0.005682479,0.053625457,9,30553.82884,0.043152544
2001,32,抚顺市,4.7075291,684.1493,14.125016,0.0,28.57,-77.05432297,226.19,225.39,0.7504,4,4,0.003178673,0.058,0,0,0,0.0,0,0,663,0.007022393,0.0,7,29147.31183,0.043202868
2002,32,抚顺市,6.9814141,675.487,17.372421,0.0,28.48,-85.57046903,226.11,249.056,0.7504,4,4,0.002846877,0.058,0,0,0,0.123599348,0,0,663,0.008362308,0.025006252,12,30352.31014,0.044247222
2003,32,抚顺市,7.5954783,875.34168,21.069102,0.00650142,32.47,114.2795888,225.47,280.437,0.6983,4,4,0.002684528,0.103,0,0,0,0.324826261,0,0,1,0.009702222,0.023640662,9,32421.10883,0.040532334
2004,32,抚顺市,8.276699,1029.4456,27.970107,0.00777414,32.57,268.5353832,224.88,322.5026,0.6677,4,4,0.002679205,0.11,0,0,0,5.3565863,0,0,1,0.011042137,0.032092426,2,36963.42551,0.060984483
2005,32,抚顺市,8.2921995,1169.1496,33.107417,0.00826446,35.19,408.3302393,224.39,367.0079,0.6625,4,4,0.00260291,0.117,0,0,0,0.0,0,0,1,0.012382051,0.061874807,9,47901.33563,0.040097315
2006,32,抚顺市,8.3109233,1317.9793,38.92944,0.00823045,36.55,557.2700161,223.9,422.4261,0.6624,4,4,0.00251242,0.114,0,0,0,0.0,0,0,2,0.011235865,0.040708325,13,44727.5434,0.039778836
2007,32,抚顺市,8.3291659,1610.0981,52.939668,0.00870647,39.02,849.7029114,223.72,490.31,0.6614,4,4,0.002456529,0.127,0,0,0,0.0,0,0,2,0.014949105,0.066989207,9,52408.90231,0.040784981
2008,32,抚顺市,10.465116,642.4258,56.334318,0.00835073,35.55,-117.1011793,223.19,568.9067,0.6599,4,4,0.002394429,0.146,0,0,0,0.0,0,0,2,0.0152604,0.091026322,14,55845.51285,0.041065952
2009,32,抚顺市,12.362344,630.38724,88.723787,0.00977476,48.79,-127.8861169,222.61,649.1225,0.6577,4,4,0.002350071,0.126,0,0,0,0.69314718,0,0,2,0.019053792,0.073490112,5,67282.71554,0.044577316
2010,32,抚顺市,14.899483,680.64036,73.188875,0.01034037,43.94,-78.24291699,220.91,759.4733,0.7166,4,4,0.002374024,0.092,0,0,0,1.3862944,0,0,4,0.018572951,0.063783646,30,68289.66365,0.047633401
2011,32,抚顺市,16.671225,746.88918,82.177576,0.00908059,41.82,-11.68935675,220.1,863.749,0.6565,4,4,0.002502661,0.035,0,0,0,1.0986123,0,0,4,0.022078051,0.075537478,22,68493.30362,0.047293506
2012,32,抚顺市,19.582245,799.34726,92.47389,0.00964286,79.24,41.14161999,219.3,956.1702,0.6832,4,4,0.002741306,0.029,1,0,0,2.3025851,0,0,5,0.023539965,0.047658763,35,78016.46967,0.052594701
2013,32,抚顺市,21.667761,824.19567,98.279711,0.01324921,95.89,66.2070089,218.0,1043.182,0.6802,4,4,0.002909865,0.034,1,0,0,2.3978953,0,0,6,0.02491256,0.049422376,45,79724.62651,0.053515468
2014,32,抚顺市,23.026316,1008.8421,113.81579,0.01467387,208.1,251.315506,217.4,1103.686,0.7203,4,4,0.002727298,0.097,1,0,0,1.9459101,0,0,10,0.025098975,0.01503458,30,75767.3961,0.051355479
2015,32,抚顺市,22.485285,705.98505,112.42643,0.01571448,203.91,-51.37164621,215.76,1125.76,0.7251,4,4,0.002434936,0.049,1,0,0,2.7080502,0,0,17,0.025014336,0.027521673,41,82544.73448,0.054691826
2016,32,抚顺市,30.666667,763.48667,108.66667,0.01691155,216.85,6.002507681,215.0,1045.831,0.7277,4,4,0.002215145,0.085,1,0,0,2.8903718,0,0,20,0.029722644,0.008653513,76,73163.31843,0.057159179
2017,32,抚顺市,29.72973,849.07432,102.02703,0.01189435,202.43,91.2670748,211.0,1067.793,0.7399,4,4,0.002102812,0.115,1,0,0,3.1780538,0,0,29,0.028495067,0.003713745,89,75056.12324,0.058264988
2018,32,抚顺市,29.452055,825.99315,107.53425,0.01260621,232.65,68.410507,209.0,1116.912,0.7468,4,4,0.001912553,0.042,1,0,0,3.4657359,0,0,46,0.027800166,0.003738318,98,67396.9673,0.059520045
2019,32,抚顺市,31.724138,703.77241,99.310345,0.0143185,213.26,-54.01514023,207.0,1076.703,0.6933,4,4,0.004443212,0.044,1,0,0,3.8286414,0,0,64,0.027498765,0.0,108,66828.13213,0.06118384
2020,32,抚顺市,34.845384,440.8933,65.577158,0.0160308,244.75,-317.9574214,204.0,1044.402,0.783,4,4,0.004245763,0.058,1,0,0,4.0775374,0,0,120,0.029118407,0.012393493,236,64655.42809,0.065263196
2021,32,抚顺市,14.014184,178.01418,31.843972,0.01774309,241.97,-582.0708429,201.0,1054.846,0.783,4,4,0.00419199,0.058,1,0,0,4.9272537,0,0,241,0.037990149,0.017145306,246,67172.625,0.072012483
2000,33,本溪市,0.4277485,0.0,14.434988,0.0,29.44,-760.7106004,157.1,158.32,0.783,5,5,0.003536962,0.163,0,0,0,0.0,0,0,2,0.010654314,0.086224948,6,23568.713,0.039728565
2001,33,本溪市,2.9384258,353.92722,15.642504,0.0,33.13,-406.9843235,156.46,174.152,0.783,5,5,0.003293306,0.163,0,0,0,0.0,0,0,2,0.011898832,0.102774923,9,21929.05298,0.040177603
2002,33,本溪市,6.3046001,428.55781,16.850021,0.0,30.61,-332.33962,156.57,192.438,0.783,5,5,0.003077014,0.163,0,0,0,0.0,0,0,2,0.013143349,0.05585812,2,21547.95259,0.040149816
2003,33,本溪市,8.8893541,427.1412,21.242973,0.01263903,29.85,-333.5697356,156.58,218.6095,0.6599,5,5,0.00292593,0.081,0,0,0,0.022154319,0,0,3,0.014387866,0.021141649,8,23405.60489,0.040500306
2004,33,本溪市,7.9304478,445.54924,23.488401,0.01662338,32.17,-315.0969734,156.56,249.2149,0.6685,5,5,0.002904683,0.088,0,0,0,4.9272537,0,0,3,0.015632384,0.102640664,8,27498.5565,0.060891135
2005,33,本溪市,6.060481,484.07525,26.255209,0.01267351,37.82,-276.5079841,156.4,286.8463,0.6707,5,5,0.002877185,0.163,0,0,0,0.0,0,0,3,0.016876901,0.117572578,9,34378.30188,0.041527759
2006,33,本溪市,4.2470724,476.41432,36.945407,0.01300813,43.93,-283.7698252,156.18,333.0286,0.6702,5,5,0.002888044,0.185,0,0,0,0.0,0,0,4,0.019229271,0.09422981,9,34431.05057,0.042023872
2007,33,本溪市,6.0877677,499.43987,41.69687,0.01355014,39.67,-260.5677558,155.97,381.4509,0.6699,5,5,0.002867673,0.142,0,0,0,0.0,0,0,5,0.022352488,0.110829639,13,40978.39398,0.042977577
2008,33,本溪市,10.350227,576.84384,44.618871,0.01391118,39.68,-183.0801793,155.66,438.7067,0.6697,5,5,0.002847462,0.169,0,0,0,0.0,0,0,6,0.01624141,0.110779308,3,42695.05051,0.041251389
2009,33,本溪市,10.925651,597.30877,61.762282,0.00572792,40.53,-161.9748601,155.46,518.9901,0.6684,5,5,0.002797527,0.14,0,0,0,0.0,0,0,6,0.019715225,0.091415275,5,52201.50963,0.042080251
2010,33,本溪市,12.51243,2126.6987,74.24594,0.01979265,44.01,1366.756736,154.6,602.0284,0.7433,5,5,0.002759482,0.133,0,0,0,1.3862944,0,0,9,0.019934028,0.100846231,19,56178.19446,0.048006354
2011,33,本溪市,33.040232,690.14932,73.015346,0.01977612,49.88,-68.61805801,154.3,683.8441,0.7592,5,5,0.003142314,0.051,0,0,0,1.3862944,0,0,10,0.023186545,0.102742433,37,56111.84825,0.049163166
2012,33,本溪市,14.968815,740.17048,82.690229,0.01858736,91.09,-18.39570851,153.2,752.2285,0.676,5,5,0.003328974,0.04,1,0,0,1.3862944,0,0,12,0.025931977,0.070016474,31,64647.15943,0.049618722
2013,33,本溪市,15.85315,786.90446,87.747184,0.01446541,80.34,28.5018327,152.3,823.6902,0.6766,5,5,0.003768874,0.046,1,0,0,1.6094379,0,0,13,0.028958999,0.073529412,25,66485.64919,0.051208396
2014,33,本溪市,17.536534,750.90605,93.528184,0.01429991,193.16,-7.237894779,152.0,875.5827,0.6769,5,5,0.003886903,0.158,1,0,0,2.7725887,0,0,17,0.033536126,0.078805656,12,68765.83698,0.056875705
2015,33,本溪市,19.315557,699.02163,82.301071,0.01622207,196.05,-59.49751012,151.21,907.1036,0.725,5,5,0.003286565,0.095,1,0,0,3.6635616,0,0,20,0.030231096,0.086078723,11,69363.39716,0.05964582
2016,33,本溪市,23.529412,726.13025,85.714286,0.01645783,207.01,-32.24933433,150.0,827.2785,0.728,5,5,0.002705669,0.148,1,0,0,3.4965076,0,0,28,0.03641572,0.093057129,40,63905.05828,0.061145808
2017,33,本溪市,25.531915,836.49362,96.170213,0.01718886,195.25,78.44318853,148.0,837.2058,0.71,5,5,0.002594949,0.168,1,0,0,3.7612001,0,0,35,0.031726762,0.089558315,38,62518.77815,0.061009551
2018,33,本溪市,29.059829,819.80769,98.717949,0.01870994,249.63,61.89178147,146.0,847.2523,0.7083,5,5,0.00238619,0.138,1,0,0,4.060443,0,0,48,0.030013367,0.084030251,28,63026.39711,0.061668396
2019,33,本溪市,30.901288,798.42489,97.424893,0.01989677,237.9,40.48898804,145.0,876.9061,0.7839,5,5,0.002501807,0.142,1,0,0,3.9702919,0,0,63,0.029238942,0.082082937,41,58462.06194,0.061431887
2020,33,本溪市,30.083961,509.01594,64.718997,0.02108361,225.91,-249.95238,143.0,898.8287,0.794,5,5,0.001712851,0.163,1,0,0,4.1271344,0,0,101,0.032562336,0.074674994,63,59449.33035,0.063528844
2021,33,本溪市,26.620087,219.60699,32.0131,0.02227044,260.01,-540.4126567,141.0,950.9608,0.794,5,5,0.001715172,0.163,1,0,0,4.9698133,0,0,162,0.040010479,0.106462565,64,61555.29953,0.069425694
2000,34,丹东市,0.1371186,0.0,9.2440438,0.0,30.36,-760.9099746,240.97,172.89,0.794,5,4,0.00153499,0.041,0,0,0,0.0,0,0,5,0.007677407,0.01,9,19479.93852,0.0386752
2001,34,丹东市,2.1597656,127.0931,12.519531,0.0,27.77,-633.7730082,241.01,186.8941,0.794,5,4,0.001336224,0.041,0,0,0,0.0,0,0,5,0.009116901,0.0,9,21740.39724,0.038994926
2002,34,丹东市,4.4566498,140.11395,15.795019,0.0,28.0,-620.6209939,241.3,204.649,0.794,5,4,0.001329627,0.041,0,0,0,0.03768259,0,0,8,0.010556394,0.012487512,10,20888.58863,0.039612854
2003,34,丹东市,6.4369857,426.0871,22.066641,0.0105802,27.83,-334.6092621,241.22,231.4581,0.7767,5,4,0.001316035,0.061,0,0,0,0.247699783,0,0,10,0.011995888,0.012411568,4,24393.12991,0.040734294
2004,34,丹东市,5.7928144,355.71726,19.960304,0.00939457,31.2,-405.0111179,240.97,270.343,0.7695,5,4,0.001258993,0.058,0,0,0,4.9698133,0,0,12,0.013435382,0.010561893,6,29176.19201,0.060089224
2005,34,丹东市,4.5419369,364.96173,28.443954,0.01150337,36.2,-395.4600536,242.39,314.6793,0.7622,5,4,0.001102462,0.072,0,0,0,0.0,0,0,14,0.014874875,0.037647059,7,33622.12679,0.040677799
2006,34,丹东市,4.9827943,409.55369,33.468111,0.01089588,41.62,-350.707345,242.52,365.3427,0.755,5,4,0.001206671,0.089,0,0,0,0.0,0,0,14,0.013298491,0.025267413,12,34035.96673,0.040301557
2007,34,丹东市,8.0535535,450.52843,45.28619,0.01244168,39.4,-309.2921368,242.8,424.5281,0.7478,5,4,0.001227545,0.051,0,0,0,0.69314718,0,0,16,0.014532861,0.067567568,21,40160.0784,0.043770589
2008,34,丹东市,8.6334182,483.57458,48.841033,0.0116144,43.39,-276.1314533,242.7,492.8347,0.7406,5,4,0.001227828,0.094,0,0,0,0.0,0,0,17,0.016927242,0.053324801,15,38825.06987,0.041436786
2009,34,丹东市,10.914117,516.99926,64.344434,0.01420811,46.54,-242.1262295,242.64,574.6453,0.7334,5,4,0.001370177,0.085,0,0,0,1.0986123,0,0,21,0.015362031,0.080263979,45,48433.06392,0.046119266
2010,34,丹东市,12.671023,555.2035,65.312145,0.0132615,42.67,-203.9012373,241.36,665.4392,0.6033,5,4,0.001387835,0.039,0,0,0,0.69314718,0,0,25,0.033410063,0.089540545,31,65213.9097,0.048936217
2011,34,丹东市,15.043918,606.61693,77.038599,0.01265823,46.06,-152.0636168,241.1,755.9389,0.5961,5,4,0.00175278,0.031,0,0,0,2.0794415,0,0,29,0.031283009,0.212460828,21,62897.24328,0.054402808
2012,34,丹东市,16.239039,640.92238,87.869438,0.01335616,104.49,-117.3636331,240.5,835.3881,0.5888,5,4,0.00175932,0.027,1,0,0,2.1972246,0,0,35,0.026434891,0.15365354,28,71701.10668,0.053518207
2013,34,丹东市,17.652828,678.34913,92.360248,0.01277259,93.08,-79.7840944,239.7,913.0792,0.5816,5,4,0.002079791,0.037,1,0,0,1.3862944,0,0,40,0.026215619,0.133067199,33,73616.55005,0.050231762
2014,34,丹东市,18.67016,616.67868,89.420242,0.02011115,177.11,-141.5128837,239.5,963.9377,0.5744,5,4,0.001882956,0.074,1,0,0,1.3862944,0,0,47,0.027093173,0.130519904,30,56312.33007,0.050442968
2015,34,丹东市,19.830777,599.12084,86.924907,0.02104061,191.19,-159.1441393,238.15,935.0196,0.657,5,4,0.001722436,0.038,1,0,0,1.9459101,0,0,58,0.027084777,0.309052872,50,61678.31375,0.053967637
